出表日期,資料年月,公司代號,公司名稱,產業別,營業收入-當月營收,營業收入-上月營收,營業收入-去年當月營收,營業收入-上月比較增減(%),營業收入-去年同月增減(%),累計營業收入-當月累計營收,累計營業收入-去年累計營收,累計營業收入-前期比較增減(%),備註
"115/05/01","115/3","2345","智邦","通信網路業","25010823","23582573","17317305","6.056379004954209","44.42676270932458","70120741","42750561","64.02297270438159","客戶需求增加"
"115/05/01","115/3","2347","聯強","電子通路業","56059078","29717095","34094086","88.64252377293272","64.42463951079375","126290038","91397776","38.176270284738656","本月營收較去年同期增加64%，主係受惠於AI建置熱潮帶動資料中心相關產品市場需求所致；另自結數前期調整列入累計營收"
"115/05/01","115/3","2348","海悅","其他","347356","775057","923389","-55.18316717351111","-62.38248452169129","1308212","1648473","-20.64098107763973","本月增減百分比達50％以上，係因114年3月認列南港段建案營建收入"
"115/05/01","115/3","2349","錸德","光電業","685960","367355","743084","86.72945788134093","-7.687421610477416","1610115","1682181","-4.284081201725617","-"
"115/05/01","115/3","2351","順德","半導體業","1057713","814818","934283","29.809724380168333","13.211200460674121","2815438","2526046","11.456323439874016","-"
"115/05/01","115/3","2352","佳世達","電腦及週邊設備業","19508490","14393921","17674746","35.53284056512468","10.374938344234197","51541498","49747011","3.607225768800461","-"
"115/05/01","115/3","2353","宏碁","電腦及週邊設備業","29896035","21457846","29275230","39.3244923092467","2.1205811192602075","72430948","61421672","17.924090376439118","-"
"115/05/01","115/3","2354","鴻準","其他電子業","4689247","7202241","12051114","-34.89183436099958","-61.08868441539927","25282690","29973018","-15.64850092840167","市場需求減弱，客戶訂單減少"
"115/05/01","115/3","2355","敬鵬","電子零組件業","1409604","1209246","1333540","16.568837110066934","5.703915893036579","4033291","3840450","5.021312606595581","-"
"115/05/01","115/3","2356","英業達","電腦及週邊設備業","87563474","50934220","59521941","71.91482268698725","47.11125431880657","200310505","157034336","27.558411811286927","-"
"115/05/01","115/3","2357","華碩","電腦及週邊設備業","86083764","54353831","64314428","58.37662666316933","33.84829295224394","208373107","147693211","41.0850949675676","-"
"115/05/01","115/3","2359","所羅門","其他電子業","279338","241890","500059","15.481417173095208","-44.13899159899132","883678","1214999","-27.26924055081527","-"
"115/05/01","115/3","2360","致茂","其他電子業","4366231","3667138","2670649","19.06372217244074","63.48951135098622","11859669","6865051","72.7542737847104","訂單續增、營運穩健"
"115/05/01","115/3","2362","藍天","電腦及週邊設備業","1666011","1420081","1603973","17.318026225264614","3.867770841529128","4941226","4143783","19.24432336345798","-"
"115/05/01","115/3","2363","矽統","半導體業","253641","371804","193776","-31.78099213564136","30.893918751548178","1050018","469683","123.55886842828035","季節性影響"
"115/05/01","115/3","2364","倫飛","電腦及週邊設備業","129447","90911","149558","42.38870983709342","-13.446957033391728","338241","379035","-10.762594483359056","-"
"115/05/01","115/3","2365","昆盈","電腦及週邊設備業","102282","66326","101438","54.21101830353104","0.8320353319268913","241791","234422","3.1434762948869985","-"
"115/05/01","115/3","2367","燿華","電子零組件業","1310254","1178139","1545033","11.213872047356041","-15.195727211004554","3898120","4337449","-10.128741571370638","-"
"115/05/01","115/3","2368","金像電","電子零組件業","7384878","5941712","4526585","24.288723519416624","63.14457808701262","19342248","11956364","61.77366296308811","接單量增加"
"115/05/01","115/3","2369","菱生","半導體業","595752","499274","446717","19.323657951345353","33.36228529471679","1689388","1209942","39.625535769483164","-"
"115/05/01","115/3","2371","大同","電機機械","4261004","2982824","3944554","42.85133819494546","8.02245323552422","11487899","10544961","8.942071952660612","-"
"115/05/01","115/3","2373","震旦行","其他電子業","803534","653258","897346","23.004081082818733","-10.454384373474669","2488885","2608381","-4.58123257300218","-"
"115/05/01","115/3","2374","佳能","光電業","918553","663773","477923","38.38360403330657","92.19686016366653","2655782","1492322","77.9630669520385","今年較去年同期及累計成長超過50%，主係影像視覺產品、光學相關模組及因客戶專案出貨轉趨穩健。"
"115/05/01","115/3","2375","凱美","電子零組件業","494364","406786","481165","21.529256169091365","2.7431338522128583","1440450","1294479","11.27642858632701","-"
"115/05/01","115/3","2376","技嘉","電腦及週邊設備業","39028800","32908194","22322801","18.59903342006553","74.83827410368438","105055545","65740580","59.80319157512757","AI訂單需求暢旺"
"115/05/01","115/3","2377","微星","電腦及週邊設備業","17844331","16140711","20263385","10.554801458250507","-11.93805477219132","56256839","53540350","5.073722902446472","-"
"115/05/01","115/3","2379","瑞昱","半導體業","12362793","10482135","11832604","17.941554845458487","4.4807465879868875","36422566","35022396","3.9979274975932544","無"
"115/05/01","115/3","2380","虹光","電腦及週邊設備業","313065","167469","276246","86.9390752915465","13.328337785886493","678405","597376","13.564153899721449","-"
"115/05/01","115/3","2382","廣達","電腦及週邊設備業","362803048","215583149","192546802","68.28914953830645","88.42330499989296","809221055","485671990","66.61884392385898","產品組合變更"
"115/05/01","115/3","2383","台光電","電子零組件業","12010861","10193772","7668109","17.825482068855376","56.63393673720601","33067236","21684255","52.49422219024818","受惠於AI伺服器成長力道"
"115/05/01","115/3","2385","群光","電子零組件業","8802853","6373159","8473057","38.12385663059717","3.8922905865026047","22871041","23280876","-1.7603933803865457","-"
"115/05/01","115/3","2387","精元","電腦及週邊設備業","1707044","1019898","1513710","67.37399230119091","12.772195466767082","4365836","4667572","-6.464517312212859","-"
"115/05/01","115/3","2388","威盛","半導體業","1128407","596423","666133","89.19575536154709","69.39665201994197","2134883","2052353","4.021238061873372","銷貨增加"
"115/05/01","115/3","2390","云辰","其他電子業","50948","44789","65919","13.751144254169551","-22.711206177278175","148356","191079","-22.358814940417314","-"
"115/05/01","115/3","2392","正崴","電子零組件業","6121121","5046941","6093881","21.283783582966397","0.4470057751373878","18390311","21383417","-13.997323252873944","-"
"115/05/01","115/3","2393","億光","光電業","1716830","1518082","1794834","13.092046411195179","-4.346028657803451","5039349","5007730","0.6314038496484435","-"
"115/05/01","115/3","2395","研華","電腦及週邊設備業","7698968","5626769","6323370","36.82751149016425","21.754191198680452","20385264","17351246","17.485879688409696","-"
"115/05/01","115/3","2397","友通","電腦及週邊設備業","1143374","793317","885785","44.12574040389907","29.080307298046364","3030612","2556705","18.53584985362019","-"
"115/05/01","115/3","2399","映泰","電腦及週邊設備業","132261","160344","168808","-17.514219428229307","-21.65004028245107","434635","498427","-12.798664598827912","-"
"115/05/01","115/3","2401","凌陽","半導體業","724523","465473","593212","55.653066880356114","22.13559402035023","1739082","1542027","12.778959123283833","-"
"115/05/01","115/3","2402","毅嘉","電子零組件業","1016239","829047","895388","22.579178261304847","13.4970537912056","2818972","2438830","15.587064289023836","-"
"115/05/01","115/3","2404","漢唐","其他電子業","7692593","6570709","3835264","17.07401743099565","100.57531893501985","20288456","11517514","76.15308303510636","營收較去年同期增加50%以上,主係因本月正在投入進行的專案較去年同期增加所致。"
"115/05/01","115/3","2405","輔信","電腦及週邊設備業","166260","118333","164487","40.50180423043445","1.0778967334804574","420084","432076","-2.7754376544867108","-"
"115/05/01","115/3","2406","國碩","光電業","993720","810936","382096","22.53987984255231","160.0707675557975","2724006","1012779","168.96351523876385","主要係因子公司太陽能導電漿產品、AI伺服器液冷管接件及其零組件之加工與測試服務銷量增加所致。"
"115/05/01","115/3","2408","南亞科","半導體業","18169760","15607184","2752833","16.41920797499408","560.0385857042545","49086932","7187940","582.9068133568171","受市場需求復甦影響。"
"115/05/01","115/3","2409","友達","光電業","26020730","20505355","25852917","26.89724220819391","0.6491066365934645","69031355","72101871","-4.258580196899468","-"
"115/05/01","115/3","2412","中華電","通信網路業","20788495","18786334","19328594","10.657539677512387","7.553063611352176","59988435","55808409","7.489957292995039","-"
"115/05/01","115/3","2413","環科","電子零組件業","317887","208979","270249","52.114327276903424","17.627447280100945","831399","816076","1.8776437488665272","-"
"115/05/01","115/3","2414","精技","電子通路業","3294780","1891700","2237143","74.17032298990326","47.27623580611521","8173355","6327946","29.162843677869564","-"
"115/05/01","115/3","2415","錩新","電子零組件業","205208","184718","200491","11.092584371853311","2.3527240624267423","616856","538575","14.534837302139906","-"
"115/05/01","115/3","2417","圓剛","電腦及週邊設備業","393898","252057","296172","56.27338260790218","32.99636697594641","893314","764977","16.776582825365992","-"
"115/05/01","115/3","2419","仲琦","通信網路業","1007693","502331","650287","100.6033870097605","54.961270946520536","2075187","1895778","9.463608080692993","配合客戶需求出貨量增加"
"115/05/01","115/3","2420","新巨","電子零組件業","203209","153869","196983","32.066238163632704","3.160678840306016","547438","543680","0.6912154208357858","-"
"115/05/01","115/3","2421","建準","電子零組件業","1917719","1323313","1565934","44.91802015093935","22.464867612555828","5019470","4162103","20.599370078059096","-"
"115/05/01","115/3","2423","固緯","其他電子業","368687","220782","273452","66.99142140210705","34.826953176425846","820626","639232","28.37686473768522","-"
"115/05/01","115/3","2424","隴華","通信網路業","16004","12198","52545","31.201836366617478","-69.54229707869445","36884","64613","-42.91551235819417","本月減少因本月銷售監控系統軟硬體減少。本年減少因銷售監控系統軟硬體減少。"
"115/05/01","115/3","2425","承啟","電腦及週邊設備業","1539516","932779","955289","65.0461684922152","61.15709486867325","3099515","1827951","69.56225850692934","本月及本年營業收入較去年同期增加，主係本期子公司相關產品需求增加所致"
"115/05/01","115/3","2426","鼎元","光電業","184760","163166","215090","13.234374808477256","-14.101073969036218","545147","604748","-9.855510063695952","-"
"115/05/01","115/3","2427","三商電","資訊服務業","240356","162550","548635","47.865887419255614","-56.19018108578563","1890793","1108788","70.52790975371306","(1)本月營收較去年減少56.19%，主係去年同期有專案驗收所致。(2)本年累計營收較去年增加70.53%，主係115/01大型專案驗收所致。"
"115/05/01","115/3","2428","興勤","電子零組件業","798392","451215","717614","76.9426991567213","11.256469355391618","2053931","1895534","8.356325974633005","-"
"115/05/01","115/3","2429","銘旺科","光電業","46071","14773","35435","211.85947336356867","30.015521377169467","109224","118251","-7.6337620823502546","-"
"115/05/01","115/3","2430","燦坤","電子通路業","1339279","1343973","1314665","-0.3492629688245225","1.8722640368458885","4297210","4343865","-1.0740435073373598","-"
"115/05/01","115/3","2431","聯昌","電子零組件業","22054","14957","51534","47.44935481714248","-57.204952070477745","62314","115887","-46.22865377479786","3月正式停止國際大廠低毛利電源板出貨，使營收大幅減少，後續積極轉型生產高毛利節能設備關鍵組件之產品，期有效改善獲利狀況。"
"115/05/01","115/3","2432","倚天酷碁-創","電腦及週邊設備業","420623","256381","325675","64.06168943876496","29.154218162278344","950969","755886","25.808521390791732","-"
"115/05/01","115/3","2433","互盛電","其他電子業","225345","214589","224108","5.012372488804179","0.5519660163849572","678056","673807","0.6305960015256594","-"
"115/05/01","115/3","2434","統懋","半導體業","4423","2080","4607","112.64423076923077","-3.993922292164098","10860","10247","5.98223870401093","-"
"115/05/01","115/3","2436","偉詮電","半導體業","351534","281734","279400","24.775142510311145","25.81746599856836","1047731","795302","31.7400182572155","-"
"115/05/01","115/3","2438","翔耀","光電業","54549","35782","38612","52.4481582918786","41.274733243551225","176280","91044","93.62066693027548","因國軍服裝供售案營運實質改變，自115年起營收認列方式由代採購淨額利潤認列營收改為實質買賣銷售認列營收，因此較去年同期增加"
"115/05/01","115/3","2439","美律","通信網路業","3908500","3144240","3150779","24.306668702134697","24.04868764200853","10974226","8860090","23.861337751648122","-"
"115/05/01","115/3","2440","太空梭","電子零組件業","436121","162521","380456","168.3474750955261","14.63112685829636","997640","899021","10.969599152856274","-"
"115/05/01","115/3","2441","超豐","半導體業","1649046","1471456","1443203","12.068998325468108","14.262927668526189","4722344","3896438","21.19643633492949","-"
"115/05/01","115/3","2442","新美齊","建材營造","1647587","1456084","231777","13.151919806824331","610.8500843483175","3189808","451671","606.2237779268538","本年累計營收較去年同期增加，主係本期營建專案交屋認列收入增加所致。"
"115/05/01","115/3","2444","兆勁","通信網路業","72634","53192","99353","36.55060911415251","-26.892997695087214","203399","293642","-30.73232030840275","-"
"115/05/01","115/3","2449","京元電子","半導體業","3597874","3224527","2644375","11.578349320691066","36.05763176554006","10191943","7315490","39.320031877563906","以上不含停業部門營收:115年3月0仟元暨114年3月0仟元;115年1~3月0仟元暨114年1~3月985,800仟元"
"115/05/01","115/3","2450","神腦","通信網路業","3289861","2353972","2503128","39.757864579527705","31.429994790518105","8712584","7571937","15.064137485560169","-"
"115/05/01","115/3","2451","創見","半導體業","5683818","3184337","1182715","78.4929798573455","380.57376460093934","13628469","2982852","356.893905564205","本月營收較去年同期增加主係市場價格上漲所致"
"115/05/01","115/3","2453","凌群","資訊服務業","605135","517079","554985","17.029506129624295","9.036280259826842","1583059","1472967","7.4741660879028515","-"
"115/05/01","115/3","2454","聯發科","半導體業","63219184","38954271","55996226","62.2907639575645","12.899008586757258","149150510","153312237","-2.714543262453342","海外子公司之營收係以當月平均匯率換算之"
"115/05/01","115/3","2455","全新","通信網路業","311246","307741","266842","1.1389447619914148","16.640558832567585","959310","793662","20.871353296491453","-"
"115/05/01","115/3","2457","飛宏","電子零組件業","777639","600643","884352","29.46775372392586","-12.066801454624404","2095359","2258260","-7.213562654433059","-"
"115/05/01","115/3","2458","義隆","半導體業","1223041","933925","1021326","30.957089702063872","19.7503049956625","3224766","3118884","3.394868164381875","-"
"115/05/01","115/3","2459","敦吉","其他電子業","434364","325823","413850","33.3128723263858","4.956868430590794","1246416","1171812","6.366550265742286","-"
"115/05/01","115/3","2460","建通","電子零組件業","480116","229097","319886","109.56887257362602","50.089719462558534","1130635","696769","62.26826968478793","係因端子產品訂單穩定回流及特殊新型銅材業務量持續增量。"
"115/05/01","115/3","2461","光群雷","其他電子業","425584","371713","489216","14.492632756992625","-13.006933542647829","1366993","1339386","2.0611683263823872","-"
"115/05/01","115/3","2462","良得電","電子零組件業","342722","263308","388837","30.160116669451746","-11.859725283344948","964560","967895","-0.3445621684170287","-"
"115/05/01","115/3","2464","盟立","其他電子業","652060","622627","603949","4.727228340563451","7.96606998273033","1864911","1728889","7.867595895398721","-"
"115/05/01","115/3","2465","麗臺","電腦及週邊設備業","624910","477648","341205","30.830653535658058","83.1479609032693","1569188","820337","91.28577645528605","本月及本年累計營收較去年同期分別增加83.15%及91.29%，主係受惠於台灣市場之人工智能應用相關產品需求所致。"
"115/05/01","115/3","2466","冠西電","光電業","58171","34709","109955","67.59630067129562","-47.09563003046701","159384","203301","-21.601959655879707","-"
"115/05/01","115/3","2467","志聖","電子零組件業","893498","374357","503137","138.67538205509715","77.58542901833894","2261515","1309089","72.75486998974095","係因客戶需求提升，以致115年3月單月營收成長率較去年同期增加77.59%；115年累計營收成長率較去年同期增加72.75%。"
"115/05/01","115/3","2468","華經","資訊服務業","219584","162895","257617","34.80094539427238","-14.76338906205724","628511","780883","-19.512782324624816","-"
"115/05/01","115/3","2471","資通","資訊服務業","76528","84374","73956","-9.299073174200583","3.4777435231759424","232263","203510","14.128544051889342","-"
"115/05/01","115/3","2472","立隆電","電子零組件業","1115626","810013","1020522","37.72939446650856","9.319152355363236","2942957","2693859","9.246883374371116","-"
"115/05/01","115/3","2474","可成","其他電子業","1200573","1090816","1595760","10.06191695024642","-24.764814257783126","3773945","4350288","-13.248387233213066","-"
"115/05/01","115/3","2476","鉅祥","電子零組件業","840594","589610","591935","42.56779905361171","42.00782180475897","2167648","1646431","31.65738497392238","-"
"115/05/01","115/3","2477","美隆電","其他電子業","155037","123961","202022","25.069174982454157","-23.257368009424717","506123","523239","-3.2711628911453468","-"
"115/05/01","115/3","2478","大毅","電子零組件業","561148","350845","494285","59.94185466516553","13.527216079792023","1415087","1298644","8.966506602271291","-"
"115/05/01","115/3","2480","敦陽科","資訊服務業","727881","744676","675162","-2.2553432633789727","7.808348218649746","2420984","2068028","17.067273750645544","-"
"115/05/01","115/3","2481","強茂","半導體業","1242276","935613","1042728","32.77669292752452","19.137109581789307","3421155","3071706","11.376381724032182","-"
"115/05/01","115/3","2482","連宇","其他電子業","38717","35042","44993","10.487415101877748","-13.94883648567555","113883","111182","2.4293500746523717","-"
"115/05/01","115/3","2483","百容","電子零組件業","174999","125104","148614","39.88281749584346","17.754047397957123","480525","420971","14.146817714284357","-"
"115/05/01","115/3","2484","希華","電子零組件業","200585","146905","210191","36.54062149007862","-4.57012907308115","558493","598331","-6.658187524965278","-"
"115/05/01","115/3","2485","兆赫","通信網路業","413129","252446","137680","63.650444055362335","200.0646426496223","1045686","418932","149.60757354415514","因客戶端產品驗證通過，正式進入量產與備貨階段，帶動出貨量顯著提升，致使本月營收較去年同期大幅成長。"
"115/05/01","115/3","2486","一詮","光電業","614726","446988","514554","37.526287059160424","19.46773322139173","1620292","1351257","19.909980114811617","-"
"115/05/01","115/3","2488","漢平","其他電子業","208728","161774","242811","29.02444150481536","-14.036843470847696","600007","578502","3.7173596634065222","-"
"115/05/01","115/3","2489","瑞軒","光電業","2355352","1635699","2118712","43.996664422977574","11.16904987558479","5821500","5321919","9.387234191275741","-"
"115/05/01","115/3","2491","吉祥全","光電業","13716","9148","15752","49.93441189331001","-12.92534281361097","35944","44232","-18.73756556339302","-"
"115/05/01","115/3","2492","華新科","電子零組件業","3403151","2673730","3062399","27.281026880051463","11.126962881061546","9562449","8734486","9.479241251288284","-"
"115/05/01","115/3","2493","揚博","電子零組件業","306279","312630","326466","-2.0314749064389215","-6.183492308540552","937314","926261","1.1932921714290032","-"
"115/05/01","115/3","2495","普安","電腦及週邊設備業","146573","97887","91032","49.73694157549011","61.012610949995604","370134","274029","35.071105612909584","主係客戶訂單需求增加及配合客戶排程出貨所致。"
"115/05/01","115/3","2496","卓越","其他","75896","68853","70116","10.229038676600874","8.243482229448343","210338","198444","5.993630444861019","-"
"115/05/01","115/3","2497","怡利電","汽車工業","383719","362420","346622","5.876883174217759","10.702436660108129","1130838","1075982","5.098226550258276","-"
"115/05/01","115/3","2498","宏達電","通信網路業","333689","158128","363869","111.0246129717697","-8.294193789523153","652623","708312","-7.86221326195236","-"
"115/05/01","115/3","2501","國建","建材營造","4524900","3430775","1171781","31.891482245265284","286.155774841886","11151468","5152226","116.43980679418954","本月交屋入帳增加"
"115/05/01","115/3","2504","國產","建材營造","1828404","1275378","2030575","43.36173275687678","-9.956342415325707","5032863","5354642","-6.009346656601879","-"
"115/05/01","115/3","2505","國揚","建材營造","415072","6995","678295","5833.838456040028","-38.80656646444394","421642","679840","-37.979230407154624","本年度營建收入419,921仟元，租賃收入1,721仟元。"
"115/05/01","115/3","2506","太設","建材營造","192170","66162","89275","190.45373477222574","115.25623074768973","323732","337637","-4.118328263786256","本月交屋較去年同期多"
"115/05/01","115/3","2509","全坤建","建材營造","21138","22838","23797","-7.44373412733164","-11.173677354288357","64339","69331","-7.200242315847168","-"
"115/05/01","115/3","2511","太子","建材營造","1086528","604285","570650","79.80390047742374","90.40182248313327","2146788","1698227","26.413488891649937","本月營收增加90.40%，主係重要子公司大成工程工程承攬營收本月增加所致。"
"115/05/01","115/3","2514","龍邦","其他","1753017","1841600","1696132","-4.810110773240661","3.3538073687661103","5515099","4785809","15.238593934693172","-"
"115/05/01","115/3","2515","中工","建材營造","1947354","1536052","1495966","26.776567459955782","30.17368041787046","6998716","5159989","35.63432015068249","-"
"115/05/01","115/3","2516","新建","建材營造","550935","515010","730155","6.9755927069377295","-24.545473221439284","1624343","2218928","-26.796047460755826","-"
"115/05/01","115/3","2520","冠德","建材營造","1528318","1437349","1412048","6.328943075063885","8.23413934937056","4862541","4726767","2.8724496045605803","-"
"115/05/01","115/3","2524","京城","建材營造","192932","149498","564594","29.05323148135761","-65.82818804308937","656589","1893282","-65.32006325523615","因銷售狀況比較去年同期減少，致使本月及累計營收負成長率為較高。"
"115/05/01","115/3","2527","宏璟","建材營造","4526413","29988","113496","14994.08096571962","3888.1696271234227","4588700","176660","2497.475376429299","本月及本年累計營收較去年同期高，主要係因本月有大型工案銷售認列收入所致。"
"115/05/01","115/3","2528","皇普","建材營造","189","143","2022839","32.16783216783217","-99.9906566958616","10284","2675370","-99.61560457058276","係115年3月認列租賃收入189仟元所致。"
"115/05/01","115/3","2530","華建","建材營造","150655","836","13207","17920.93301435407","1040.7208298629514","186713","161574","15.558815155903796","本年度出售房地收入較去年度增加24,830仟元,本年度租金收入較去年度同期增加309仟元."
"115/05/01","115/3","2534","宏盛","建材營造","83254","79808","703898","4.317862870890137","-88.17243407425508","209173","1834499","-88.59781335394568","本月成屋銷售情形較去年同期減少"
"115/05/01","115/3","2535","達欣工","建材營造","3118623","1405427","2500634","121.89861159633335","24.713292708969007","7158996","4601573","55.577147205966305","本公司115年累計營收較去年同期變動增加50%以上，係因部分廠房工程投入較多及子公司交屋認列營建收入所致。"
"115/05/01","115/3","2536","宏普","建材營造","142112","127012","307809","11.888640443422668","-53.83110955170252","885984","864009","2.5433762842748164","今年本期預售完工交屋及租金收入"
"115/05/01","115/3","2537","聯上發","建材營造","301990","259301","501","16.46310658269733","60177.44510978044","1212617","304604","298.09621672729185","本月營收較去年增加，係今年同期認列新北市房地出售收入較高所致。"
"115/05/01","115/3","2538","基泰","建材營造","31859","20914","19782","52.33336520990724","61.05044990395309","82552","85535","-3.487461273163033","本月有出售餘屋認列收入，故本月營收增加"
"115/05/01","115/3","2539","櫻花建","建材營造","319859","535780","4372057","-40.30030982866102","-92.68401578478964","2476909","5504488","-55.00200926952697","無異常。本月有「櫻花知築」、「櫻花市鎮之櫻」建案陸續過戶中。"
"115/05/01","115/3","2540","愛山林","建材營造","612683","579824","480228","5.667064488534452","27.58169036374389","1723776","2124488","-18.861579825350862","-"
"115/05/01","115/3","2542","興富發","建材營造","7193130","4238033","439233","69.72803184873737","1537.6570066456754","16191907","1108226","1361.0654325020348","本月較去年同期增加，係本期認列「青山440」、「福山案」、「VVS1」及「市政愛&#24742;」等新建案收入所致。"
"115/05/01","115/3","2543","皇昌","建材營造","1188640","670644","987017","77.23859454494486","20.42751036709601","2901101","2392216","21.272535590431634","-"
"115/05/01","115/3","2545","皇翔","建材營造","1153426","731891","589888","57.595324986917454","95.53305034175979","1966951","1451729","35.49023268116846","因本期泱美完工認列所致"
"115/05/01","115/3","2546","根基","建材營造","1383269","992800","1447131","39.33007655116841","-4.413007530071569","4271987","3934400","8.580393452623017","-"
"115/05/01","115/3","2547","日勝生","建材營造","694835","461748","459064","50.47926574668434","51.359069759336386","1604263","1347813","19.02712023107063","本月較去年同月增加，主係本月工進增加所致。"
"115/05/01","115/3","2548","華固","建材營造","1965711","1137637","2399","72.78894761685845","81838.76615256356","4206418","11454","36624.44560852104","本公司截至03月累計營收較去年同期增加，係因本年度認列交屋金額較高所致。"
"115/05/01","115/3","2597","潤弘","建材營造","2308297","1879937","2269562","22.78586995202499","1.706716978870813","7352773","6186237","18.85695617545852","-"
"115/05/01","115/3","2601","益航","貿易百貨","125882","315909","384908","-60.152448964733516","-67.29556153678281","567836","1159027","-51.00752614046092","本期累計營收減少，係原合併報表子公司改採權益法認列，其營收不再納入合併所致。"
"115/05/01","115/3","2603","長榮","航運業","27522156","27138742","33489238","1.4127920888890133","-17.81790914442425","86559525","109970561","-21.288457371786983","-"
"115/05/01","115/3","2605","新興","航運業","529767","436531","393255","21.358391500260005","34.71335393065568","1366845","946299","44.44113329930603","-"
"115/05/01","115/3","2606","裕民","航運業","1467421","1137305","1246855","29.02616272679712","17.689787505363494","3891765","3432017","13.395854391164146","-"
"115/05/01","115/3","2607","榮運","航運業","1433373","1189175","1487398","20.53507683898501","-3.6321818370066383","3991901","4611462","-13.43524027737841","-"
"115/05/01","115/3","2608","嘉里大榮","航運業","1097724","831476","1049363","32.0211286916279","4.608605411092253","3102760","3050625","1.7089940585945502","-"
"115/05/01","115/3","2609","陽明","航運業","12455154","12443461","13229338","0.09396903321350869","-5.852023736939823","38660499","45516702","-15.063048724400112","-"
"115/05/01","115/3","2610","華航","航運業","20785205","18373146","17323657","13.128176306877439","19.981623972351795","56957619","52646898","8.187986688218555","-"
"115/05/01","115/3","2611","志信","航運業","220495","77531","54077","184.39591905173415","307.7426632394548","353426","168002","110.37011464149236","本期建案完工交屋，故營收增加。"
"115/05/01","115/3","2612","中航","航運業","464771","353018","436846","31.656459443994358","6.3924128869212495","1238233","1228914","0.7583118102649982","-"
"115/05/01","115/3","2613","中櫃","航運業","286119","235075","273218","21.713921089014143","4.721870447774305","828690","771692","7.386107410728632","-"
"115/05/01","115/3","2614","東森","其他","401498","412889","407295","-2.7588528636025664","-1.4232926993947876","1238745","1287888","-3.815782117699676","-"
"115/05/01","115/3","2615","萬海","航運業","10522352","10580264","11784582","-0.5473587426551927","-10.710859324497042","33640384","37090195","-9.301140099155585","-"
"115/05/01","115/3","2616","山隆","油電燃氣業","770562","529123","691036","45.630033092494564","11.50822822544701","1982990","2009750","-1.3315088941410622","-"
"115/05/01","115/3","2617","台航","航運業","406479","328806","363132","23.622744110508933","11.936981593470144","1083585","1024720","5.744496057459599","-"
"115/05/01","115/3","2618","長榮航","航運業","21587609","19002061","18224008","13.606671402644166","18.456977191844956","60515845","54944158","10.140635879796356","-"
"115/05/01","115/3","2630","亞航","航運業","466236","369913","549552","26.039366013089563","-15.160712726002272","1096139","1258783","-12.920733756334492","-"
"115/05/01","115/3","2633","台灣高鐵","航運業","4795095","4672521","4590596","2.623294790970442","4.454737467640367","13890559","13373634","3.865254574784984","-"
"115/05/01","115/3","2634","漢翔","航運業","2723620","2197862","2929892","23.921338100390287","-7.040259504445897","7587090","7538820","0.6402858802836519","-"
"115/05/01","115/3","2636","台驊控股","航運業","1659275","1437044","1738528","15.464453419658689","-4.5586266082571","4847045","5570855","-12.992799130474586","-"
"115/05/01","115/3","2637","慧洋-KY","航運業","1723874","1270929","1277820","35.63889092152276","34.90742045045468","4338022","3509580","23.60516073148354","-"
"115/05/01","115/3","2642","宅配通","航運業","262367","247114","326360","6.172454818423885","-19.608101483024882","816736","975500","-16.27514095335725","-"
"115/05/01","115/3","2645","長榮航太","航運業","1697939","1322897","1512771","28.350052951968294","12.240319255194606","4739309","4189652","13.119395119212765","-"
"115/05/01","115/3","2646","星宇航空","航運業","4727439","4817778","3552147","-1.875117533435538","33.08680637372271","13759797","11194839","22.91196863125946","-"
"115/05/01","115/3","2701","萬企","觀光餐旅","20743","23176","20775","-10.497928891957198","-0.15403128760529483","65647","62904","4.36061299758362","-"
"115/05/01","115/3","2702","華園","觀光餐旅","139341","117813","137193","18.27302589697232","1.5656775491460935","363195","357734","1.5265532490621523","-"
"115/05/01","115/3","2704","國賓","觀光餐旅","112964","136081","105154","-16.987676457404046","7.427202008482797","378532","375569","0.7889362540571773","-"
"115/05/01","115/3","2705","六福","觀光餐旅","169777","179755","173549","-5.550888709632555","-2.173449573319351","511244","518508","-1.4009427048377268","-"
"115/05/01","115/3","2706","第一店","觀光餐旅","31604","28669","31514","10.23753880498099","0.2855873579996192","89869","88836","1.1628168760412445","-"
"115/05/01","115/3","2707","晶華","觀光餐旅","604328","663479","570789","-8.91527840368723","5.875901602869011","1946379","1855151","4.917551185860343","-"
"115/05/01","115/3","2712","遠雄來","觀光餐旅","27876","62145","31957","-55.143615737388366","-12.77028507056357","125168","114649","9.174960095596123","-"
"115/05/01","115/3","2722","夏都","觀光餐旅","45504","58466","40959","-22.170150172749974","11.096462315974511","132188","134229","-1.5205358007584053","-"
"115/05/01","115/3","2723","美食-KY","觀光餐旅","1387592","1276613","1748751","8.693237496406507","-20.65239705366859","4026003","4834345","-16.72081740132324","-"
"115/05/01","115/3","2727","王品","觀光餐旅","1962431","2340626","1819956","-16.157856915201318","7.8284859633969175","6478489","5920771","9.419685375435057","-"
"115/05/01","115/3","2731","雄獅","觀光餐旅","2682820","3287907","2418570","-18.403409828805984","10.925877688055339","8129667","7146189","13.76227245039279","-"
"115/05/01","115/3","2739","寒舍","觀光餐旅","464224","452442","443818","2.604090690077402","4.597830642290308","1423271","1399464","1.7011512979254915","-"
