出表日期,資料年月,公司代號,公司名稱,產業別,營業收入-當月營收,營業收入-上月營收,營業收入-去年當月營收,營業收入-上月比較增減(%),營業收入-去年同月增減(%),累計營業收入-當月累計營收,累計營業收入-去年累計營收,累計營業收入-前期比較增減(%),備註
"115/05/01","115/3","1101","台泥","水泥工業","12412837","8593689","13635386","44.441310361592095","-8.966002135913131","33259418","34972226","-4.897623617095463","-"
"115/05/01","115/3","1102","亞泥","水泥工業","5349407","3493115","6532662","53.14145111168685","-18.112907111985894","14829486","16594707","-10.63725319163514","-"
"115/05/01","115/3","1103","嘉泥","水泥工業","242715","188835","266282","28.532846135515133","-8.850391690012843","688369","752454","-8.516799698054632","-"
"115/05/01","115/3","1104","環泥","水泥工業","580759","460060","702215","26.235491022910054","-17.296127254473344","1759047","1928654","-8.794060520964361","-"
"115/05/01","115/3","1108","幸福","水泥工業","346885","259157","408312","33.85129477498196","-15.044132917964694","980706","1212710","-19.13103709872929","-"
"115/05/01","115/3","1109","信大","水泥工業","314014","167550","446709","87.41509997015817","-29.705020494326284","855341","989911","-13.594151393408094","-"
"115/05/01","115/3","1110","東泥","水泥工業","224535","159417","274954","40.84758840023335","-18.337249139856123","582643","740524","-21.32017328270252","-"
"115/05/01","115/3","1201","味全","食品工業","1684666","1640170","1773075","2.71288951755001","-4.986196297392947","5001067","5215369","-4.109047701131023","-"
"115/05/01","115/3","1203","味王","食品工業","464822","386214","521527","20.353482784155933","-10.872879064746408","1312851","1532412","-14.32780479401101","-"
"115/05/01","115/3","1210","大成","食品工業","9209941","7628102","8770327","20.736993291384934","5.012515496856617","26564977","25542326","4.003750480672747","-"
"115/05/01","115/3","1213","大飲","食品工業","23319","29013","19695","-19.6256850377417","18.4006092916984","77083","66141","16.54344506433226","-"
"115/05/01","115/3","1215","卜蜂","食品工業","2511460","2030010","2335353","23.716631937773705","7.540915656005752","7176319","6697082","7.155907602744001","-"
"115/05/01","115/3","1216","統一","食品工業","57379159","51532816","55935541","11.344893320015736","2.580859993827538","175016437","169266002","3.39727702672389","-"
"115/05/01","115/3","1217","愛之味","食品工業","384534","319659","402634","20.29506442803112","-4.495397805451105","1166214","1185670","-1.6409287575801024","-"
"115/05/01","115/3","1218","泰山","食品工業","872329","837121","825493","4.205843599670777","5.673700443250276","2653122","2499326","6.153498983325905","-"
"115/05/01","115/3","1219","福壽","食品工業","1303877","1059567","1294322","23.05753199184195","0.7382243367570048","3635378","3635481","-0.0028331876854809585","-"
"115/05/01","115/3","1220","台榮","食品工業","260429","183280","269636","42.09351811436054","-3.4146033912385585","732202","758249","-3.435151249787339","-"
"115/05/01","115/3","1225","福懋油","食品工業","1078686","889099","1061994","21.323497158359192","1.5717602924310308","3281183","3220752","1.8763009384143827","-"
"115/05/01","115/3","1227","佳格","食品工業","2101944","1872242","2006555","12.268819949557804","4.75386919371759","7770503","6880311","12.938252355162433","-"
"115/05/01","115/3","1229","聯華","食品工業","932321","687463","768711","35.6176259667793","21.28368138351084","2616213","2421955","8.020710541690494","-"
"115/05/01","115/3","1231","聯華食","食品工業","973737","1103687","1001578","-11.77417148158853","-2.7797136119203896","3348538","3125895","7.122536105659339","-"
"115/05/01","115/3","1232","大統益","食品工業","2019725","1661070","1935400","21.59180528213742","4.3569804691536635","5894059","5397170","9.206473021972627","-"
"115/05/01","115/3","1233","天仁","食品工業","175658","200044","169134","-12.190318130011397","3.8572965814088236","573804","551138","4.112581603881424","-"
"115/05/01","115/3","1234","黑松","食品工業","728461","805443","609760","-9.557721651314866","19.466839412227763","2328332","2229771","4.420229700718146","-"
"115/05/01","115/3","1235","興泰","食品工業","27060","15848","18067","70.74709742554265","49.77583439419937","66770","28420","134.94018296973962","泰宇網通累計1-3月營收較去年同期增加 38,636仟元"
"115/05/01","115/3","1236","宏亞","食品工業","103266","138565","133073","-25.474686970014073","-22.39898401629181","545487","515973","5.720066747678658","-"
"115/05/01","115/3","1256","鮮活果汁-KY","食品工業","356169","336653","226637","5.7970670096508865","57.153951031826224","1140959","735498","55.12741027167987","直飲產品銷量增加，致本月營收較去年同期成長。"
"115/05/01","115/3","1301","台塑","塑膠工業","17354391","10739649","17092363","61.59178945233685","1.5330121411533326","41985122","47202204","-11.052623729180103","-"
"115/05/01","115/3","1303","南亞","塑膠工業","27167406","18556362","23012738","46.40480714915995","18.0537752613357","68596393","65551631","4.644830271271206","-"
"115/05/01","115/3","1304","台聚","塑膠工業","4320562","2843587","4296504","51.94055958196461","0.5599436192774404","10747608","12147296","-11.522630221573591","-"
"115/05/01","115/3","1305","華夏","塑膠工業","1082256","785281","836342","37.81767290944261","29.40352152588295","2673712","2462111","8.594291646477352","-"
"115/05/01","115/3","1307","三芳","塑膠工業","1011105","789802","1022024","28.020060724080214","-1.0683702143980964","2952810","2931014","0.7436334319795129","-"
"115/05/01","115/3","1308","亞聚","塑膠工業","476656","377128","564425","26.3910396470164","-15.55016166895513","1301866","1534396","-15.154497274497587","-"
"115/05/01","115/3","1309","台達化","塑膠工業","1376599","824009","1502160","67.0611607397492","-8.358696809927038","3335906","4232841","-21.189905314184966","-"
"115/05/01","115/3","1310","台苯","塑膠工業","854539","624367","695651","36.864856726892995","22.840188542818165","2184647","2293712","-4.754956158401752","-"
"115/05/01","115/3","1312","國喬","塑膠工業","3110910","2072655","2647259","50.09299666369946","17.51437996811041","7505498","5697446","31.73442977783379","-"
"115/05/01","115/3","1313","聯成","塑膠工業","6489125","2565385","5864531","152.94936237640744","10.650365732570942","14431139","14552511","-0.8340278870086406","-"
"115/05/01","115/3","1314","中石化","塑膠工業","1404411","1098234","2105503","27.879031244707413","-33.29807651663284","4092344","6503269","-37.072509225744774","-"
"115/05/01","115/3","1315","達新","塑膠工業","127113","144318","154471","-11.921589822475367","-17.71076771691774","397677","541182","-26.516957326740357","-"
"115/05/01","115/3","1316","上曜","建材營造","655761","520392","310506","26.012890282709957","111.19108809491604","1894694","775411","144.3470623965871","主因子公司營收上升，致本年度營收較去年同期增加。"
"115/05/01","115/3","1319","東陽","汽車工業","2045347","1434755","2551918","42.5572310255061","-19.850598647762194","5630744","7290680","-22.7679173959082","-"
"115/05/01","115/3","1321","大洋","塑膠工業","372645","194063","367145","92.02269366133679","1.498045731250596","896640","998185","-10.1729639295321","-"
"115/05/01","115/3","1323","永裕","塑膠工業","203039","149301","194938","35.99306099758206","4.1556802675722535","531593","527053","0.8613934461999078","-"
"115/05/01","115/3","1324","地球","塑膠工業","72918","36917","67682","97.51875829563616","7.736178008924086","169793","184764","-8.102768937671842","-"
"115/05/01","115/3","1325","恆大","塑膠工業","18082","14835","29830","21.88742837883384","-39.38317130405632","57239","82236","-30.3966632618318","-"
"115/05/01","115/3","1326","台化","塑膠工業","33728547","22981250","27746732","46.76550231166712","21.558628958538254","81749811","78909389","3.5995995356141965","-"
"115/05/01","115/3","1337","再生-KY","塑膠工業","61900","36192","45670","71.03227232537577","35.53755200350339","152451","182332","-16.38823684268258","-"
"115/05/01","115/3","1338","廣華-KY","汽車工業","454244","284407","451648","59.71618138794052","0.5747839025081479","1160580","1298134","-10.596286669943165","-"
"115/05/01","115/3","1339","昭輝","汽車工業","139986","110249","183034","26.972580250161","-23.51912759378039","394274","494804","-20.317135673923413","-"
"115/05/01","115/3","1340","勝悅-KY","塑膠工業","3438","5030","28561","-31.65009940357853","-87.96260635131823","11435","61054","-81.27067841582861","由於受市場低迷影響，EVO膠粒銷售持續虧損，故公司調整營運，並暫停該車間生產營運，致營收下滑。"
"115/05/01","115/3","1341","富林-KY","塑膠工業","308343","123597","268649","149.4745018082963","14.775413271592301","680063","690050","-1.4472864285196725","-"
"115/05/01","115/3","1342","八貫","其他","370828","244978","281475","51.37195993109585","31.74455990762945","917285","778890","17.768234282119426","-"
"115/05/01","115/3","1402","遠東新","紡織纖維","21386882","17896522","22109493","19.503007344108536","-3.268329129030684","61276819","63803549","-3.960171557227953","-"
"115/05/01","115/3","1409","新纖","紡織纖維","3945363","2768316","3763379","42.51852028453399","4.835654341484076","10047898","10542162","-4.688450054172948","-"
"115/05/01","115/3","1410","南染","紡織纖維","23195","12885","19090","80.01552192471867","21.503404924044002","50290","50765","-0.9356840342755836","-"
"115/05/01","115/3","1413","宏洲","紡織纖維","187414","105547","225392","77.56449733294173","-16.849755093348477","437912","599962","-27.0100439694514","-"
"115/05/01","115/3","1414","東和","紡織纖維","39742","32662","52596","21.676566040046538","-24.439120845691686","113452","133301","-14.890360912521286","-"
"115/05/01","115/3","1416","廣豐","其他","35188","33389","26627","5.38800203659888","32.15157546850941","106290","82193","29.31758178920346","-"
"115/05/01","115/3","1417","嘉裕","紡織纖維","20338","23236","18799","-12.472026166293682","8.186605670514389","73809","55141","33.855026205545784","-"
"115/05/01","115/3","1418","東華","紡織纖維","17","18","849","-5.555555555555555","-97.99764428739694","648","2840","-77.1830985915493","配合客戶生產線出貨。"
"115/05/01","115/3","1419","新紡","紡織纖維","563421","379790","396037","48.35066747413044","42.26473789065163","1453047","1063760","36.59537865683989","-"
"115/05/01","115/3","1423","利華","紡織纖維","7995","17386","10615","-54.01472449096975","-24.682053697597738","31233","28389","10.017964704639121","-"
"115/05/01","115/3","1432","大魯閣","運動休閒","60006","72081","104877","-16.75198734756732","-42.78440458823193","198085","335189","-40.90349026966875","-"
"115/05/01","115/3","1434","福懋","紡織纖維","2682740","1869940","2815178","43.46663529311101","-4.7044272156147855","6979321","7687773","-9.215308516523576","-"
"115/05/01","115/3","1435","中福","其他","498","499","498","-0.20040080160320642","0.0","1495","1495","0.0","-"
"115/05/01","115/3","1436","華友聯","建材營造","36383","12853","89201","183.0701003656734","-59.212340668826585","72625","311132","-76.65781726084106","本月及累計營收較去年同期減少，係今年交屋數量較去年同期減少所致。"
"115/05/01","115/3","1437","勤益控","其他","53168","54278","67774","-2.045027451269391","-21.551037270929854","173787","191083","-9.051563980050554","-"
"115/05/01","115/3","1438","三地開發","建材營造","197558","1134","241","17321.340388007055","81874.27385892117","377477","241","156529.46058091286","因本年已有建案完工交屋，故營收變化大。"
"115/05/01","115/3","1439","雋揚","建材營造","66333","4400","127936","1407.5681818181818","-48.151419459729865","75912","136397","-44.34481696811513","-"
"115/05/01","115/3","1440","南紡","紡織纖維","1404035","865498","1459502","62.22278965404888","-3.8004058918727073","3372657","4192369","-19.55247737019332","-"
"115/05/01","115/3","1441","大東","紡織纖維","114577","57056","159859","100.81498878295008","-28.326212474743368","289133","403126","-28.27726318818434","-"
"115/05/01","115/3","1442","名軒","建材營造","79389","78263","563864","1.438738612115559","-85.92054112339146","302076","1376172","-78.04954613231486","本月認收6戶，去年同期認收49戶；本年累計認收26戶，去年累計認收118戶，故兩期差異大。"
"115/05/01","115/3","1443","立益物流","其他","73698","76166","85178","-3.240290943465588","-13.477658550329897","226750","253254","-10.465382580334367","-"
"115/05/01","115/3","1444","力麗","紡織纖維","950193","665239","717018","42.834830790137076","32.520104097805074","2142663","1932178","10.893665076406004","-"
"115/05/01","115/3","1445","大宇","紡織纖維","52314","45054","70057","16.113996537488347","-25.32651983384958","171054","200423","-14.653507830937567","-"
"115/05/01","115/3","1446","宏和","紡織纖維","97846","76133","139973","28.51982714460221","-30.096518614304188","180694","293912","-38.521053920901494","-"
"115/05/01","115/3","1447","力鵬","紡織纖維","3871493","1723100","2854108","124.68185247519007","35.646338540798034","8071598","6937551","16.346503254534632","-"
"115/05/01","115/3","1449","佳和","紡織纖維","280131","283925","209648","-1.336268380734349","33.619686331374496","792390","649112","22.072924241117096","-"
"115/05/01","115/3","1451","年興","紡織纖維","518409","458977","454137","12.948796998542411","14.152557488158859","1528004","1350745","13.123054314470902","-"
"115/05/01","115/3","1452","宏益","紡織纖維","161166","75246","114758","114.18547165297824","40.43988218686279","328337","350094","-6.2146166458151235","-"
"115/05/01","115/3","1453","大將","建材營造","126","125","124","0.8","1.6129032258064515","377","372","1.3440860215053763","-"
"115/05/01","115/3","1454","台富","紡織纖維","111197","74526","150716","49.205646351608834","-26.220839194246132","294179","404599","-27.291219207165614","無"
"115/05/01","115/3","1455","集盛","紡織纖維","529750","318242","670533","66.46137216332225","-20.995685521816227","1265739","1859817","-31.942820180695197","-"
"115/05/01","115/3","1456","怡華","建材營造","56035","112471","65177","-50.178268175796426","-14.026420363011491","218947","163832","33.641169002392694","-"
"115/05/01","115/3","1457","宜進","紡織纖維","272585","156605","316845","74.05893809265349","-13.968975366504127","647285","856262","-24.4057309561793","-"
"115/05/01","115/3","1459","聯發","紡織纖維","99917","47656","142301","109.6630015108276","-29.784752039690517","231160","362646","-36.25739702078611","-"
"115/05/01","115/3","1460","宏遠","紡織纖維","585553","450189","758415","30.06826021959666","-22.79253443035805","1697865","2172667","-21.85341794209605","-"
"115/05/01","115/3","1463","強盛新","紡織纖維","25235","16307","25315","54.749494082295946","-0.3160181710448351","68559","654241","-89.52083406573419","去年同期(第一季)子公司保強建設房屋售出入帳"
"115/05/01","115/3","1464","得力","紡織纖維","1131849","792863","1224006","42.75467514564307","-7.529129759167847","2986296","3462317","-13.748625559127024","-"
"115/05/01","115/3","1465","偉全","紡織纖維","34511","20212","25046","70.74510191965169","37.790465543400146","98481","83853","17.444814139029017","-"
"115/05/01","115/3","1466","聚隆","紡織纖維","193314","159530","230134","21.17720804864289","-15.999374277594793","547834","686681","-20.220014824933266","-"
"115/05/01","115/3","1467","南緯","紡織纖維","462982","373739","401238","23.878428529000185","15.38837298560954","1182633","1243203","-4.8720924901243","-"
"115/05/01","115/3","1468","昶和","紡織纖維","25383","27453","121656","-7.540159545404874","-79.13543105148945","127625","246458","-48.21632894854296","受國際動盪衝擊，終端需求不如預期。"
"115/05/01","115/3","1470","大統新創","紡織纖維","69060","48383","90888","42.73608498852903","-24.016371798257197","191305","213942","-10.58090510512195","-"
"115/05/01","115/3","1471","首利","電子零組件業","7626","4068","18779","87.46312684365782","-59.3908088822621","22014","47115","-53.276026743075455","本月營收及本年累計營收皆較去年同期減少，主係因為客戶需求減少所致。"
"115/05/01","115/3","1472","三洋實業","建材營造","226856","350999","302184","-35.36847683326733","-24.927858523283827","914324","911049","0.35947572523541543","本公司以專案收入為主要營收，因各財務報表期間所認列專案別不同，使得營業收入同期比較不具相同基礎，此為本公司營業特性。"
"115/05/01","115/3","1473","台南","紡織纖維","555361","707190","729893","-21.469336387675167","-23.911998059989614","1959137","2496138","-21.513273705219824","-"
"115/05/01","115/3","1474","弘裕","紡織纖維","302809","148784","272895","103.52255618883751","10.961725205665182","691030","743410","-7.045910063087663","-"
"115/05/01","115/3","1475","業旺","紡織纖維","130790","87958","109086","48.69596853043498","19.896228663623198","347870","390932","-11.015214922288274","-"
"115/05/01","115/3","1476","儒鴻","紡織纖維","3599533","2439916","3410647","47.526923058006915","5.538128102966974","9621070","9374606","2.6290598239542016","-"
"115/05/01","115/3","1477","聚陽","紡織纖維","3130764","2937964","3453770","6.562367680475322","-9.35227302339183","8896989","9923923","-10.348064973901954","-"
"115/05/01","115/3","1503","士電","電機機械","4230241","2844510","3125640","48.7159827175858","35.339994369153196","11558698","10294698","12.278164934998578","-"
"115/05/01","115/3","1504","東元","電機機械","5126597","4428182","4962534","15.772048213013829","3.306032764712544","14198478","13701115","3.6300914195669476","-"
"115/05/01","115/3","1506","正道","電機機械","98012","96478","96330","1.5899997926988536","1.7460811792795599","290125","251614","15.305587129492","-"
"115/05/01","115/3","1512","瑞利","汽車工業","72853","140262","83375","-48.05934608090573","-12.620089955022488","321252","291313","10.277261914161057","-"
"115/05/01","115/3","1513","中興電","電機機械","2477893","1879058","2363392","31.868893881934458","4.844773952014731","6490639","6447658","0.666614141134657","-"
"115/05/01","115/3","1514","亞力","電機機械","795495","778370","769323","2.200110487300384","3.4019521059424975","2539752","2020928","25.672562308008995","-"
"115/05/01","115/3","1515","力山","電機機械","311608","288446","439032","8.029925878673998","-29.02385247544598","1050350","1014493","3.534474855913249","-"
"115/05/01","115/3","1516","川飛","其他","9498","11818","9841","-19.631071247249956","-3.485418148562138","26225","21864","19.946030003658983","-"
"115/05/01","115/3","1517","利奇","電機機械","159825","94467","208301","69.18606497507066","-23.272091828651806","435444","550262","-20.86606016770193","-"
"115/05/01","115/3","1519","華城","電機機械","2036539","1363202","1969871","49.39378023212994","3.384384053575082","4756515","4421261","7.582768807360615","-"
"115/05/01","115/3","1521","大億","汽車工業","349115","284898","314171","22.540347773589144","11.122605205445442","1003760","888287","12.99951479645655","-"
"115/05/01","115/3","1522","堤維西","汽車工業","2494987","1900928","1700708","31.250999511817387","46.702843756835385","6703655","4913619","36.43009358275438","-"
"115/05/01","115/3","1524","耿鼎","汽車工業","200268","150333","287723","33.216259903015306","-30.39555405720085","562184","752356","-25.27686361243879","-"
"115/05/01","115/3","1525","江申","汽車工業","105783","74479","120629","42.030639509123375","-12.307156653872617","281735","276927","1.736197626089186","-"
"115/05/01","115/3","1526","日馳","電機機械","66644","40240","70882","65.61630218687873","-5.9789509325357635","161967","200582","-19.25147819844253","-"
"115/05/01","115/3","1527","鑽全","電機機械","243765","145143","254845","67.948161468345","-4.347740783613569","629386","816060","-22.875033698502563","-"
"115/05/01","115/3","1528","恩德","電機機械","277042","220658","211641","25.55266521041612","30.90185739058122","748194","571401","30.94026786792463","-"
"115/05/01","115/3","1529","樂事綠能","電機機械","33030","58630","106410","-43.66365341975098","-68.95968424020299","248511","266543","-6.765137332437918","本月因無台電變壓器交貨,故較去年本月減幅大"
"115/05/01","115/3","1530","亞崴","電機機械","172667","130895","173725","31.912601703655604","-0.6090084904302777","444813","552359","-19.470308259664456","-"
"115/05/01","115/3","1531","高林股","電機機械","127592","102687","160176","24.253313467138003","-20.342623114573968","347486","410520","-15.354672123160869","-"
"115/05/01","115/3","1532","勤美","電機機械","1237316","973567","1084321","27.090996305339026","14.109751632588505","3292951","2990065","10.129746343306918","-"
"115/05/01","115/3","1533","車王電","汽車工業","467055","431087","287582","8.34355942072018","62.40759157388154","1288400","791497","62.780149514148505","本月營收較去年同期增加179,473仟元，主要係電動巴士營收增加約218,857仟元所致。"
"115/05/01","115/3","1535","中宇","電機機械","799835","772725","855310","3.508363259891941","-6.485952461680561","2203311","2469799","-10.789865895969672","-"
"115/05/01","115/3","1536","和大","汽車工業","441360","301194","401748","46.536783601266954","9.859912183756983","1140437","1234196","-7.596767450226706","-"
"115/05/01","115/3","1537","廣隆","電機機械","548412","546743","598654","0.3052622530146705","-8.392493827820411","1713831","1750132","-2.07418640422551","-"
"115/05/01","115/3","1538","正峰","電機機械","3994","2160","10092","84.9074074074074","-60.42409829567975","10760","30620","-64.85956890920967","終端市場需求轉弱，客戶下單態度轉為審慎及部份客戶庫存水位偏高，持續進行庫存去化與調整作業"
"115/05/01","115/3","1539","巨庭","電機機械","65670","84208","116572","-22.01453543606308","-43.66571732491507","241975","356799","-32.18170454513606","-"
"115/05/01","115/3","1540","喬福","電機機械","28359","21574","47758","31.449893390191896","-40.61937267054734","86231","129829","-33.581095132828565","中東戰爭造成歐洲出口延遲"
"115/05/01","115/3","1541","錩泰","電機機械","159545","191159","337239","-16.538065170878692","-52.69082164281118","598810","847635","-29.355205955393536","國際情勢不穩且通膨疑慮升高，致使近期客戶下單越趨保守策略。"
"115/05/01","115/3","1558","伸興","電機機械","699348","506940","659913","37.954787548822345","5.975787717471849","1926175","2044322","-5.779275476172541","-"
"115/05/01","115/3","1560","中砂","電機機械","789165","751193","601745","5.054892684037258","31.146083473896752","2293276","1771630","29.444409950158892","-"
"115/05/01","115/3","1563","巧新","汽車工業","675996","558743","682815","20.98513985857541","-0.9986599591397377","1871937","1918240","-2.4138272583201266","-"
"115/05/01","115/3","1568","倉佑","汽車工業","109977","66909","86567","64.36802223916065","27.042637494657317","250375","284493","-11.992562207154482","-"
"115/05/01","115/3","1582","信錦","電子零組件業","741361","550886","742067","34.57611919707526","-0.0951396572007649","2115435","2243011","-5.687711741048083","-"
"115/05/01","115/3","1583","程泰","電機機械","414405","205899","287153","101.26615476520041","44.315051557880295","932415","863760","7.948388441233676","-"
"115/05/01","115/3","1587","吉茂","汽車工業","235251","226514","204897","3.8571567320342233","14.81427253693319","754074","558760","34.95490013601546","-"
"115/05/01","115/3","1589","永冠-KY","電機機械","667961","420278","677836","58.933134734628034","-1.4568420679928478","1733327","1667147","3.969655945156606","-"
"115/05/01","115/3","1590","亞德客-KY","電機機械","4139710","2171413","3505568","90.64590660551447","18.089564943541248","10013505","8096083","23.683329333456687","本月營業收入換算匯率為4.6039492;本年累計營業收入換算匯率為4.5680006。"
"115/05/01","115/3","1597","直得","電機機械","120499","106281","86976","13.377743905307629","38.542816409124356","334402","253359","31.987417064323747","-"
"115/05/01","115/3","1598","岱宇","運動休閒","673288","487111","576460","38.22065196638959","16.79700239392152","1636068","1880356","-12.991582445026367","-"
"115/05/01","115/3","1603","華電","電器電纜","537166","303060","546848","77.24740975384412","-1.7705102697641757","1304277","1425652","-8.51364849205837","-"
"115/05/01","115/3","1604","聲寶","電器電纜","781256","631054","782851","23.801766568312697","-0.20374247462160744","2372906","2460993","-3.5793275316102076","-"
"115/05/01","115/3","1605","華新","電器電纜","15722642","11867190","15337828","32.48833127303094","2.5089210806119353","41058266","44876069","-8.507436335388467","-"
"115/05/01","115/3","1608","華榮","電器電纜","1288123","983547","1129386","30.967101724676095","14.055159174985347","3453119","2824877","22.239623176513525","-"
"115/05/01","115/3","1609","大亞","電器電纜","3088815","2284297","2574614","35.219500791709656","19.971964729470127","8392871","7138097","17.578550697755997","-"
"115/05/01","115/3","1611","中電","電器電纜","91782","65325","98503","40.50057405281286","-6.823142442362162","252419","283314","-10.904861743507205","-"
"115/05/01","115/3","1612","宏泰","電器電纜","715343","473965","674482","50.927389153207514","6.058130535729641","1919326","1789065","7.280954017880848","-"
"115/05/01","115/3","1614","三洋電","電器電纜","381336","419514","444449","-9.100530613996195","-14.200279447135667","1262257","1391386","-9.280602219657235","-"
"115/05/01","115/3","1615","大山","電器電纜","690228","238215","630869","189.75001574208173","9.409084928883809","1317763","1514664","-12.999648766987265","-"
"115/05/01","115/3","1616","億泰","電器電纜","411020","314402","430164","30.73072054249019","-4.4503956630494415","1302893","1199691","8.60238177997501","-"
"115/05/01","115/3","1617","榮星","電器電纜","402765","187172","276875","115.18442929498002","45.46817155756208","911155","769547","18.40147515356437","-"
"115/05/01","115/3","1618","合機","電器電纜","354943","107573","543581","229.95547209801717","-34.70283177668094","1166170","1087730","7.211348404475375","-"
"115/05/01","115/3","1623","大東電","電器電纜","646394","602009","599214","7.372813363255367","7.87364781196701","1862336","1656575","12.420868357907128","-"
"115/05/01","115/3","1626","艾美特-KY","電器電纜","888905","348225","1003963","155.26742766889225","-11.460382504136108","1835215","2008429","-8.624352665690447","-"
"115/05/01","115/3","1702","南僑","食品工業","2065666","1645241","2055925","25.55400698134802","0.47380133030144583","5815646","5858566","-0.7326024832697967","-"
"115/05/01","115/3","1707","葡萄王","生技醫療業","857687","625771","921840","37.0608417456226","-6.959233706500044","2277961","2252295","1.1395487713643195","-"
"115/05/01","115/3","1708","東鹼","化學工業","567965","433100","539073","31.139459709074117","5.359570967197392","1553624","1518516","2.3119940784292035","-"
"115/05/01","115/3","1709","和益","化學工業","915765","640347","895778","43.01074261298952","2.2312447950273393","2423512","2622512","-7.588144496574277","-"
"115/05/01","115/3","1710","東聯","化學工業","2229814","1319865","2144414","68.94258124883984","3.98243995795588","5345825","6133399","-12.840742955089013","註:本月營收較上月增加68.9%主因產品銷量及單價較上月增加所致。"
"115/05/01","115/3","1711","永光","化學工業","837200","483949","653281","72.99343525867395","28.153122469503934","2045450","1940988","5.381898290973463","-"
"115/05/01","115/3","1712","興農","化學工業","1874988","1391427","1739519","34.75288319114118","7.787727526977285","4795226","4898482","-2.107918330617526","-"
"115/05/01","115/3","1713","國化","化學工業","53239","28549","43177","86.48288906791832","23.304073928248837","112434","108859","3.2840647075574827","-"
"115/05/01","115/3","1714","和桐","化學工業","2799580","1848648","1958430","51.43932214245221","42.95022032954969","7280034","5234049","39.08990916974602","-"
"115/05/01","115/3","1717","長興","化學工業","3917069","2436388","3717051","60.7736124131296","5.381093775684003","10243036","10060654","1.8128244943121987","-"
"115/05/01","115/3","1718","中纖","化學工業","3161766","3618337","4070040","-12.618255292417484","-22.31609517351181","11422137","11631098","-1.7965715704570626","本月份自結異業別合併營收資訊，未經會計師簽證或核閱。"
"115/05/01","115/3","1720","生達","生技醫療業","570224","466104","554694","22.33836225391758","2.799741839644921","1651192","1639956","0.6851403330333253","-"
"115/05/01","115/3","1721","三晃","化學工業","139148","103657","180455","34.238884011692406","-22.890471308636503","393220","504910","-22.120773999326612","-"
"115/05/01","115/3","1722","台肥","化學工業","1373996","960267","1155725","43.08478787670512","18.886067187263407","3749593","3331515","12.54918558073429","-"
"115/05/01","115/3","1723","中碳","化學工業","528456","414132","464347","27.60569093912086","13.806269880068138","1277807","1691790","-24.470117449565254","-"
"115/05/01","115/3","1725","元禎","化學工業","957345","487626","780056","96.32771837432787","22.727727240095582","2199773","2132785","3.140869801691216","-"
"115/05/01","115/3","1726","永記","化學工業","1037376","647835","900923","60.12966264558105","15.14591147079162","2660371","2544275","4.5630287606489075","-"
"115/05/01","115/3","1727","中華化","化學工業","231340","169192","151002","36.73223320251549","53.20326883087641","519337","451831","14.940541928287347","115年3月月營收較去年同期增加達50%以上，主係本公司基礎化學品、特用化學品、電子化學品銷量皆較去年同期增加"
"115/05/01","115/3","1730","花仙子","化學工業","177226","164991","185955","7.415556000024243","-4.694146433276868","651549","666761","-2.281477170980306","-"
"115/05/01","115/3","1731","美吾華","生技醫療業","137382","127716","119360","7.568354787184065","15.098860589812332","452346","422336","7.10571677526898","本月美吾髮及醫藥事業部營收雙雙成長，營收較去年同期大幅成長逾15%。"
"115/05/01","115/3","1732","毛寶","化學工業","59677","48194","49278","23.826617421255758","21.10272332481026","170339","159345","6.899494806865606","-"
"115/05/01","115/3","1733","五鼎","生技醫療業","141377","178279","186373","-20.69901670976391","-24.142982084314788","519723","558753","-6.985197394913316","-"
"115/05/01","115/3","1734","杏輝","生技醫療業","317169","196311","301844","61.564558277427146","5.077125932600946","826236","805722","2.5460394528137495","-"
"115/05/01","115/3","1735","日勝化","化學工業","262636","114072","235854","130.23704327091662","11.355329992283362","599713","626263","-4.239432953886785","-"
"115/05/01","115/3","1736","喬山","運動休閒","4267265","3608791","3827131","18.246387779175908","11.50036411087052","11749762","10609508","10.747472927114057","-"
"115/05/01","115/3","1737","臺鹽","食品工業","297553","214779","249440","38.53914954441542","19.288406029506092","789500","819189","-3.624194172529172","-"
"115/05/01","115/3","1752","南光","生技醫療業","161779","156007","188564","3.6998339818085086","-14.204726246791541","529627","579475","-8.60226929548298","-"
"115/05/01","115/3","1760","寶齡富錦","生技醫療業","149829","232671","127920","-35.60478099978081","17.127110694183866","519291","481532","7.841431099075451","-"
"115/05/01","115/3","1762","中化生","生技醫療業","131435","102881","62932","27.75439585540576","108.85241212737559","361225","192952","87.20977237862266","客戶訂單需求增加,故當月及本年度累計營收皆較去年同期成長。"
"115/05/01","115/3","1773","勝一","化學工業","1122280","902811","958058","24.309517717440308","17.141133417809776","3044317","2753203","10.573648219909684","-"
"115/05/01","115/3","1776","展宇","化學工業","128484","55652","109112","130.87040897002802","17.7542341813916","275319","277262","-0.7007812105517525","-"
"115/05/01","115/3","1783","和康生","生技醫療業","69939","47965","69897","45.812571666840405","0.060088415811837416","190868","177179","7.726084919770401","-"
"115/05/01","115/3","1786","科妍","生技醫療業","74827","55099","74236","35.80464255249642","0.796109704186648","205322","204335","0.48303031786037637","-"
"115/05/01","115/3","1789","神隆","生技醫療業","325247","207454","314578","56.78029828299286","3.3915276974232147","659708","686365","-3.8837936083570694","-"
